"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"LeerlingenStudenten_1"
"2975026";"T001038";"10000";"A025297";"2012657";"NL01  ";"2010SJ00";"31860"
"2975027";"T001038";"10000";"A025297";"2012657";"NL01  ";"2011SJ00";"32629"
"2975028";"T001038";"10000";"A025297";"2012657";"NL01  ";"2012SJ00";"32675"
"2975029";"T001038";"10000";"A025297";"2012657";"NL01  ";"2013SJ00";"34285"
"2975030";"T001038";"10000";"A025297";"2012657";"NL01  ";"2014SJ00";"35169"
"2975031";"T001038";"10000";"A025297";"2012657";"NL01  ";"2015SJ00";"36985"
"2975032";"T001038";"10000";"A025297";"2012657";"NL01  ";"2016SJ00";"38638"
"2975033";"T001038";"10000";"A025297";"2012657";"NL01  ";"2017SJ00";"41561"
"2975034";"T001038";"10000";"A025297";"2012657";"NL01  ";"2018SJ00";"44964"
"2975035";"T001038";"10000";"A025297";"2012657";"NL01  ";"2019SJ00";"48617"
"2975036";"T001038";"10000";"A025297";"2012657";"NL01  ";"2020SJ00";"53807"
"2975037";"T001038";"10000";"A025297";"2012657";"NL01  ";"2021SJ00";"57475"
"2990592";"T001038";"10000";"A025297";"H008766";"NL01  ";"2000SJ00";"1663"
"2990593";"T001038";"10000";"A025297";"H008766";"NL01  ";"2001SJ00";"1869"
"2990594";"T001038";"10000";"A025297";"H008766";"NL01  ";"2002SJ00";"2057"
"2990595";"T001038";"10000";"A025297";"H008766";"NL01  ";"2003SJ00";"2261"
"2990596";"T001038";"10000";"A025297";"H008766";"NL01  ";"2004SJ00";"2443"
"2990597";"T001038";"10000";"A025297";"H008766";"NL01  ";"2005SJ00";"2635"
"2990598";"T001038";"10000";"A025297";"H008766";"NL01  ";"2006SJ00";"2754"
"2990599";"T001038";"10000";"A025297";"H008766";"NL01  ";"2007SJ00";"2923"
"2990600";"T001038";"10000";"A025297";"H008766";"NL01  ";"2008SJ00";"3168"
"2990601";"T001038";"10000";"A025297";"H008766";"NL01  ";"2009SJ00";"3451"
"2990602";"T001038";"10000";"A025297";"H008766";"NL01  ";"2010SJ00";"3749"
"2990603";"T001038";"10000";"A025297";"H008766";"NL01  ";"2011SJ00";"3869"
"2990604";"T001038";"10000";"A025297";"H008766";"NL01  ";"2012SJ00";"3867"
"2990605";"T001038";"10000";"A025297";"H008766";"NL01  ";"2013SJ00";"4008"
"2990606";"T001038";"10000";"A025297";"H008766";"NL01  ";"2014SJ00";"4030"
"2990607";"T001038";"10000";"A025297";"H008766";"NL01  ";"2015SJ00";"4185"
"2990608";"T001038";"10000";"A025297";"H008766";"NL01  ";"2016SJ00";"4328"
"2990609";"T001038";"10000";"A025297";"H008766";"NL01  ";"2017SJ00";"4628"
"2990610";"T001038";"10000";"A025297";"H008766";"NL01  ";"2018SJ00";"5004"
"2990611";"T001038";"10000";"A025297";"H008766";"NL01  ";"2019SJ00";"5453"
"2990612";"T001038";"10000";"A025297";"H008766";"NL01  ";"2020SJ00";"6221"
"2990613";"T001038";"10000";"A025297";"H008766";"NL01  ";"2021SJ00";"6783"
"3006168";"T001038";"10000";"A025297";"H008673";"NL01  ";"2000SJ00";"1340"
"3006169";"T001038";"10000";"A025297";"H008673";"NL01  ";"2001SJ00";"1538"
"3006170";"T001038";"10000";"A025297";"H008673";"NL01  ";"2002SJ00";"1753"
"3006171";"T001038";"10000";"A025297";"H008673";"NL01  ";"2003SJ00";"1989"
"3006172";"T001038";"10000";"A025297";"H008673";"NL01  ";"2004SJ00";"2188"
"3006173";"T001038";"10000";"A025297";"H008673";"NL01  ";"2005SJ00";"2276"
"3006174";"T001038";"10000";"A025297";"H008673";"NL01  ";"2006SJ00";"2303"
"3006175";"T001038";"10000";"A025297";"H008673";"NL01  ";"2007SJ00";"2424"
"3006176";"T001038";"10000";"A025297";"H008673";"NL01  ";"2008SJ00";"2469"
"3006177";"T001038";"10000";"A025297";"H008673";"NL01  ";"2009SJ00";"2739"
"3006178";"T001038";"10000";"A025297";"H008673";"NL01  ";"2010SJ00";"2934"
"3006179";"T001038";"10000";"A025297";"H008673";"NL01  ";"2011SJ00";"3054"
"3006180";"T001038";"10000";"A025297";"H008673";"NL01  ";"2012SJ00";"3007"
"3006181";"T001038";"10000";"A025297";"H008673";"NL01  ";"2013SJ00";"3177"
"3006182";"T001038";"10000";"A025297";"H008673";"NL01  ";"2014SJ00";"3289"
"3006183";"T001038";"10000";"A025297";"H008673";"NL01  ";"2015SJ00";"3345"
"3006184";"T001038";"10000";"A025297";"H008673";"NL01  ";"2016SJ00";"3448"
"3006185";"T001038";"10000";"A025297";"H008673";"NL01  ";"2017SJ00";"3650"
"3006186";"T001038";"10000";"A025297";"H008673";"NL01  ";"2018SJ00";"3863"
"3006187";"T001038";"10000";"A025297";"H008673";"NL01  ";"2019SJ00";"4209"
"3006188";"T001038";"10000";"A025297";"H008673";"NL01  ";"2020SJ00";"4836"
"3006189";"T001038";"10000";"A025297";"H008673";"NL01  ";"2021SJ00";"5225"
"3021744";"T001038";"10000";"A025297";"H008751";"NL01  ";"2000SJ00";"3508"
"3021745";"T001038";"10000";"A025297";"H008751";"NL01  ";"2001SJ00";"3785"
"3021746";"T001038";"10000";"A025297";"H008751";"NL01  ";"2002SJ00";"4063"
"3021747";"T001038";"10000";"A025297";"H008751";"NL01  ";"2003SJ00";"4388"
"3021748";"T001038";"10000";"A025297";"H008751";"NL01  ";"2004SJ00";"4730"
"3021749";"T001038";"10000";"A025297";"H008751";"NL01  ";"2005SJ00";"4929"
"3021750";"T001038";"10000";"A025297";"H008751";"NL01  ";"2006SJ00";"5050"
"3021751";"T001038";"10000";"A025297";"H008751";"NL01  ";"2007SJ00";"5100"
"3021752";"T001038";"10000";"A025297";"H008751";"NL01  ";"2008SJ00";"5253"
"3021753";"T001038";"10000";"A025297";"H008751";"NL01  ";"2009SJ00";"5433"
"3021754";"T001038";"10000";"A025297";"H008751";"NL01  ";"2010SJ00";"5621"
"3021755";"T001038";"10000";"A025297";"H008751";"NL01  ";"2011SJ00";"5424"
"3021756";"T001038";"10000";"A025297";"H008751";"NL01  ";"2012SJ00";"5111"
"3021757";"T001038";"10000";"A025297";"H008751";"NL01  ";"2013SJ00";"5255"
"3021758";"T001038";"10000";"A025297";"H008751";"NL01  ";"2014SJ00";"5146"
"3021759";"T001038";"10000";"A025297";"H008751";"NL01  ";"2015SJ00";"5079"
"3021760";"T001038";"10000";"A025297";"H008751";"NL01  ";"2016SJ00";"5044"
"3021761";"T001038";"10000";"A025297";"H008751";"NL01  ";"2017SJ00";"5098"
"3021762";"T001038";"10000";"A025297";"H008751";"NL01  ";"2018SJ00";"5212"
"3021763";"T001038";"10000";"A025297";"H008751";"NL01  ";"2019SJ00";"5352"
"3021764";"T001038";"10000";"A025297";"H008751";"NL01  ";"2020SJ00";"5776"
"3021765";"T001038";"10000";"A025297";"H008751";"NL01  ";"2021SJ00";"5843"
"3037320";"T001038";"10000";"A025297";"H007119";"NL01  ";"2000SJ00";"1983"
"3037321";"T001038";"10000";"A025297";"H007119";"NL01  ";"2001SJ00";"2166"
"3037322";"T001038";"10000";"A025297";"H007119";"NL01  ";"2002SJ00";"2335"
"3037323";"T001038";"10000";"A025297";"H007119";"NL01  ";"2003SJ00";"2557"
"3037324";"T001038";"10000";"A025297";"H007119";"NL01  ";"2004SJ00";"2790"
"3037325";"T001038";"10000";"A025297";"H007119";"NL01  ";"2005SJ00";"2793"
"3037326";"T001038";"10000";"A025297";"H007119";"NL01  ";"2006SJ00";"2846"
"3037327";"T001038";"10000";"A025297";"H007119";"NL01  ";"2007SJ00";"2904"
"3037328";"T001038";"10000";"A025297";"H007119";"NL01  ";"2008SJ00";"2951"
"3037329";"T001038";"10000";"A025297";"H007119";"NL01  ";"2009SJ00";"2898"
"3037330";"T001038";"10000";"A025297";"H007119";"NL01  ";"2010SJ00";"2904"
"3037331";"T001038";"10000";"A025297";"H007119";"NL01  ";"2011SJ00";"3120"
"3037332";"T001038";"10000";"A025297";"H007119";"NL01  ";"2012SJ00";"3044"
"3037333";"T001038";"10000";"A025297";"H007119";"NL01  ";"2013SJ00";"3115"
"3037334";"T001038";"10000";"A025297";"H007119";"NL01  ";"2014SJ00";"3080"
"3037335";"T001038";"10000";"A025297";"H007119";"NL01  ";"2015SJ00";"3073"
"3037336";"T001038";"10000";"A025297";"H007119";"NL01  ";"2016SJ00";"3052"
"3037337";"T001038";"10000";"A025297";"H007119";"NL01  ";"2017SJ00";"3080"
"3037338";"T001038";"10000";"A025297";"H007119";"NL01  ";"2018SJ00";"3070"
"3037339";"T001038";"10000";"A025297";"H007119";"NL01  ";"2019SJ00";"3107"
"3037340";"T001038";"10000";"A025297";"H007119";"NL01  ";"2020SJ00";"3370"
"3037341";"T001038";"10000";"A025297";"H007119";"NL01  ";"2021SJ00";"3422"
"3052896";"T001038";"10000";"A025297";"A008187";"NL01  ";"2000SJ00";"5117"
"3052897";"T001038";"10000";"A025297";"A008187";"NL01  ";"2001SJ00";"5904"
"3052898";"T001038";"10000";"A025297";"A008187";"NL01  ";"2002SJ00";"7120"
"3052899";"T001038";"10000";"A025297";"A008187";"NL01  ";"2003SJ00";"8841"
"3052900";"T001038";"10000";"A025297";"A008187";"NL01  ";"2004SJ00";"10197"
"3052901";"T001038";"10000";"A025297";"A008187";"NL01  ";"2005SJ00";"11216"
"3052902";"T001038";"10000";"A025297";"A008187";"NL01  ";"2006SJ00";"12005"
"3052903";"T001038";"10000";"A025297";"A008187";"NL01  ";"2007SJ00";"12813"
"3052904";"T001038";"10000";"A025297";"A008187";"NL01  ";"2008SJ00";"13794"
"3052905";"T001038";"10000";"A025297";"A008187";"NL01  ";"2009SJ00";"15261"
"3052906";"T001038";"10000";"A025297";"A008187";"NL01  ";"2010SJ00";"16652"
"3052907";"T001038";"10000";"A025297";"A008187";"NL01  ";"2011SJ00";"17162"
"3052908";"T001038";"10000";"A025297";"A008187";"NL01  ";"2012SJ00";"17646"
"3052909";"T001038";"10000";"A025297";"A008187";"NL01  ";"2013SJ00";"18730"
"3052910";"T001038";"10000";"A025297";"A008187";"NL01  ";"2014SJ00";"19624"
"3052911";"T001038";"10000";"A025297";"A008187";"NL01  ";"2015SJ00";"21303"
"3052912";"T001038";"10000";"A025297";"A008187";"NL01  ";"2016SJ00";"22766"
"3052913";"T001038";"10000";"A025297";"A008187";"NL01  ";"2017SJ00";"25105"
"3052914";"T001038";"10000";"A025297";"A008187";"NL01  ";"2018SJ00";"27815"
"3052915";"T001038";"10000";"A025297";"A008187";"NL01  ";"2019SJ00";"30496"
"3052916";"T001038";"10000";"A025297";"A008187";"NL01  ";"2020SJ00";"33604"
"3052917";"T001038";"10000";"A025297";"A008187";"NL01  ";"2021SJ00";"36202"
"3068472";"T001038";"10000";"A025297";"2012659";"NL01  ";"2000SJ00";"4178"
"3068473";"T001038";"10000";"A025297";"2012659";"NL01  ";"2001SJ00";"4121"
"3068474";"T001038";"10000";"A025297";"2012659";"NL01  ";"2002SJ00";"3951"
"3068475";"T001038";"10000";"A025297";"2012659";"NL01  ";"2003SJ00";"3649"
"3068476";"T001038";"10000";"A025297";"2012659";"NL01  ";"2004SJ00";"3783"
"3068477";"T001038";"10000";"A025297";"2012659";"NL01  ";"2005SJ00";"4031"
"3068478";"T001038";"10000";"A025297";"2012659";"NL01  ";"2006SJ00";"4449"
"3068479";"T001038";"10000";"A025297";"2012659";"NL01  ";"2007SJ00";"4885"
"3068480";"T001038";"10000";"A025297";"2012659";"NL01  ";"2008SJ00";"4247"
"3068481";"T001038";"10000";"A025297";"2012659";"NL01  ";"2009SJ00";"7048"
"3068482";"T001038";"10000";"A025297";"2012659";"NL01  ";"2010SJ00";"2811"
"3068483";"T001038";"10000";"A025297";"2012659";"NL01  ";"2011SJ00";"3066"
"3068484";"T001038";"10000";"A025297";"2012659";"NL01  ";"2012SJ00";"685"
"3068485";"T001038";"10000";"A025297";"2012659";"NL01  ";"2013SJ00";"787"
"3068486";"T001038";"10000";"A025297";"2012659";"NL01  ";"2014SJ00";"56"
"3068487";"T001038";"10000";"A025297";"2012659";"NL01  ";"2015SJ00";"38"
"3068488";"T001038";"10000";"A025297";"2012659";"NL01  ";"2016SJ00";"44"
"3068489";"T001038";"10000";"A025297";"2012659";"NL01  ";"2017SJ00";"32"
"3068490";"T001038";"10000";"A025297";"2012659";"NL01  ";"2018SJ00";"40"
"3068491";"T001038";"10000";"A025297";"2012659";"NL01  ";"2019SJ00";"42"
"3068492";"T001038";"10000";"A025297";"2012659";"NL01  ";"2020SJ00";"30"
"3068493";"T001038";"10000";"A025297";"2012659";"NL01  ";"2021SJ00";"249"
